,Unnamed: 0,Name,TripAdvisorLink,status,pricestatus,adress,city,phone,email,website,rating,reviews,subcat,detail,Thuisbezorgd,TheFork
47,47,Bar Alt,https://www.tripadvisor.com/Restaurant_Review-g188590-d14128910-Reviews-Bar_Alt-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Stadionplein 103 Stadionplein, 1076 CK Amsterdam The Netherlands",Amsterdam,['+31 6 30941899'],['post@bar-alt.com?'],http://www.bar-alt.com/,5.0 ,181 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€55 - €90'],['CUISINES']:['Seafood, European, International'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
48,48,Thai & Co,https://www.tripadvisor.com/Restaurant_Review-g188590-d1637711-Reviews-Thai_Co-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Haarlemmerstraat 54, 1013 ES Amsterdam The Netherlands",Amsterdam,['+31 6 29001296'],N,N,4.0 ,196 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['CUISINES']:['Asian, Thai'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner'],",True,True
49,49,Mortimer Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d15242170-Reviews-Mortimer_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Nieuwezijds kolk 33, 1012 PV Amsterdam The Netherlands",Amsterdam,['+31 20 233 2899'],['sayhello@mortimeramsterdam.com?'],https://www.facebook.com/MortimerAmsterdam/,4.5 ,230 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€5 - €12'],['CUISINES']:['Dutch, Cafe, European, Healthy'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
50,50,Hearth,https://www.tripadvisor.com/Restaurant_Review-g188590-d11699515-Reviews-Hearth-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Albert Cuypstraat 208, 1073 BM Amsterdam The Netherlands",Amsterdam,['+31 6 45418767'],['hearthamsterdam@gmail.com?'],http://www.hearthamsterdam.nl/,5.0 ,186 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€5 - €30'],['CUISINES']:['International, European, Fusion, Healthy'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
51,51,Staring at Jacob,https://www.tripadvisor.com/Restaurant_Review-g188590-d6787108-Reviews-Staring_at_Jacob-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Jacob Van Lennepkade 215, 1054 ZP Amsterdam The Netherlands",Amsterdam,['+31 20 223 7498'],['info@staringatjacob.nl?'],https://www.staringatjacob.nl/,4.5 ,441 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['45'],","['PRICE RANGE']:['€3 - €17'],['CUISINES']:['American, Cafe, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
52,52,De Royal Chophouse,https://www.tripadvisor.com/Restaurant_Review-g188590-d15639589-Reviews-De_Royal_Chophouse-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Amstelveensweg 128 HS Stadsdeel Zuid, 1075 XL Amsterdam The Netherlands",Amsterdam,['+31 6 33695599'],N,N,5.0 ,320 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€25 - €150'],['CUISINES']:['Steakhouse, European, International, Grill'],['Special Diets']:['Gluten Free Options'],",True,True
53,53,Sherpa Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d6022573-Reviews-Sherpa_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Korte Leidsedwarsstraat 58, 1017 RD Amsterdam The Netherlands",Amsterdam,['+31 20 223 0562'],['info@sherparestaurant.nl?'],http://www.sherparestaurant.nl/en/,4.5 ,939 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['40'],","['PRICE RANGE']:['€14 - €17'],['CUISINES']:['Indian, Tibetan, Nepali'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,True
54,54,Ristorante Italiano Peppino,https://www.tripadvisor.com/Restaurant_Review-g188590-d2436636-Reviews-Ristorante_Italiano_Peppino-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Leidsekruisstraat 30-32, 1017 RJ Amsterdam The Netherlands",Amsterdam,['+31 20 627 1175'],[],http://peppinoamsterdam.nl/,3.5 ,556 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['40'],['Atmosphere']:['35'],","['CUISINES']:['Italian, Pizza, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Late Night'],",False,True
55,55,Café-Bistro Publiek,https://www.tripadvisor.com/Restaurant_Review-g188590-d19260980-Reviews-Cafe_Bistro_Publiek-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Oranje-Vrijstaatkade 69, 1093 KS Amsterdam The Netherlands",Amsterdam,['+31 20 737 2167'],N,N,5.0 ,8 reviews,N,"['PRICE RANGE']:['€10 - €35'],['CUISINES']:['French, Mediterranean, European'],['Meals']:['Lunch, Dinner, Drinks'],",False,True
56,56,Spectrum,https://www.tripadvisor.com/Restaurant_Review-g188590-d6864170-Reviews-Spectrum-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Herengracht 542-556, 1017 CG Amsterdam The Netherlands",Amsterdam,['+31 20 718 4635'],['welcome@restaurantspectrum.com?'],https://www.restaurantspectrum.com/,4.5 ,460 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['40'],","['CUISINES']:['Dutch, European, International'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Dinner'],",False,False
57,57,Toastable Nieuwendijk,https://www.tripadvisor.com/Restaurant_Review-g188590-d8715527-Reviews-Toastable_Nieuwendijk-Amsterdam_North_Holland_Province.html, Claimed,$,"Nieuwendijk 6, 1012 MK Amsterdam The Netherlands",Amsterdam,['+31 20 789 3905'],N,N,4.5 ,583 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€5 - €10'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Breakfast, Lunch, Brunch'],['CUISINES']:['Cafe, European'],['FEATURES']:['Gift Cards Available, Delivery, Takeout, Seating, Free Wifi, Accepts Credit Cards, Table Service'],",True,False
58,58,Cuddle,https://www.tripadvisor.com/Restaurant_Review-g188590-d11949427-Reviews-Cuddle-Amsterdam_North_Holland_Province.html, Claimed,$,"Nieuwe Nieuwstraat 20H, 1012 NH Amsterdam The Netherlands",Amsterdam,['+31 20 846 4680'],['cuddle.cafe@gmx.com?'],http://www.cuddlepub.com/,4.5 ,609 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€5 - €18'],['CUISINES']:['Bar, International, Pub, Grill'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
59,59,Rob Wigboldus Vishandel,https://www.tripadvisor.com/Restaurant_Review-g188590-d1955652-Reviews-Rob_Wigboldus_Vishandel-Amsterdam_North_Holland_Province.html, Claimed,$,"Zoutsteeg 6, 1012 LX Amsterdam The Netherlands",Amsterdam,['+31 20 626 3388'],N,N,4.5 ,799 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['40'],","['CUISINES']:['Dutch, Seafood, Fast Food'],['Meals']:['Lunch'],['FEATURES']:['Takeout, Seating, Serves Alcohol'],",False,False
60,60,Brasserie Ambassade,https://www.tripadvisor.com/Restaurant_Review-g188590-d8567150-Reviews-Brasserie_Ambassade-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Herengracht 339, 1016 AZ Amsterdam The Netherlands",Amsterdam,['+31 20 555 0255'],['info@brasserieambassade.nl?'],http://brasserieambassade.nl/reservations/,4.5 ,"1,614 reviews","['Food']:['45'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€9 - €29'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Late Night, Drinks'],['CUISINES']:['French, Bar, International, European'],['FEATURES']:['Reservations, Seating, Parking Available, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Private Dining, Accepts Credit Cards, Table Service'],",False,True
61,61,El Torado Gril Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d3335558-Reviews-El_Torado_Gril_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Reguliersbreestraat 25, 1017 CL Amsterdam The Netherlands",Amsterdam,['+31 20 625 6600'],[],http://eltorado.com/,3.5 ,307 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['30'],['Atmosphere']:['30'],","['CUISINES']:['Steakhouse, Barbecue, Argentinean, South American'],['Meals']:['Lunch, Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Television, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service'],",False,True
62,62,Nader Grill Steakhouse,https://www.tripadvisor.com/Restaurant_Review-g188590-d10461623-Reviews-Nader_Grill_Steakhouse-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Kerkstraat 66, 1017 GN Amsterdam The Netherlands",Amsterdam,['+31 20 320 6684'],['nadervof@hotmail.com?'],http://nadergrillsteakhouse.com/,4.5 ,668 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€3 - €24'],['CUISINES']:['Steakhouse, Barbecue, European, Grill'],['Special Diets']:['Vegetarian Friendly, Gluten Free Options'],",False,False
63,63,Broer,https://www.tripadvisor.com/Restaurant_Review-g188590-d10525937-Reviews-Broer-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Frederik Hendrikplantsoen 36, 1052 XS Amsterdam The Netherlands",Amsterdam,['+31 20 845 8867'],['events@cafebroer.nl?'],N,5.0 ,189 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['50'],","['PRICE RANGE']:['€5 - €19'],['CUISINES']:['Pub, Street Food, Dutch, Gastropub, Beer restaurants'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
64,64,Bussia,https://www.tripadvisor.com/Restaurant_Review-g188590-d1229275-Reviews-Bussia-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Reestraat 28-32, 1016 DN Amsterdam The Netherlands",Amsterdam,['+31 20 627 8794'],['info@bussia.nl?'],http://www.bussia.nl/,4.5 ,"1,134 reviews","['Food']:['45'],['Service']:['50'],['Value']:['45'],['Atmosphere']:['45'],","['CUISINES']:['Italian, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner'],",False,True
65,65,De Kas,https://www.tripadvisor.com/Restaurant_Review-g188590-d696917-Reviews-De_Kas-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Kamerlingh Onneslaan 3, 1097 DE Amsterdam The Netherlands",Amsterdam,['+31 20 462 4562'],[],http://www.restaurantdekas.nl/,4.5 ,"1,976 reviews","['Food']:['45'],['Service']:['45'],['Value']:['40'],['Atmosphere']:['45'],","['CUISINES']:['Dutch, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
66,66,Mankind,https://www.tripadvisor.com/Restaurant_Review-g188590-d4586764-Reviews-Mankind-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Weteringstraat 60, 1017 SP Amsterdam The Netherlands",Amsterdam,['+31 20 638 4755'],[],http://www.mankind.nl/,4.5 ,146 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner, Brunch'],['CUISINES']:['Dutch, Bar, Cafe, European, Pub'],['FEATURES']:['Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service'],",False,False
67,67,Tacos & Tequila,https://www.tripadvisor.com/Restaurant_Review-g188590-d17250311-Reviews-Tacos_Tequila-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Nieuwezijds Voorburgwal 182 i The Food Department-Magna Plaza, 1012 SJ Amsterdam The Netherlands",Amsterdam,['+31 6 41213251'],['hola@tacosentequila.nl?'],http://www.tacosentequila.nl/,5.0 ,221 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€4 - €8'],['CUISINES']:['Mexican'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,False
68,68,Meat&Greek,https://www.tripadvisor.com/Restaurant_Review-g188590-d12113102-Reviews-Meat_Greek-Amsterdam_North_Holland_Province.html, Claimed,$,"Utrechtsestraat 113, 1017 VL Amsterdam The Netherlands",Amsterdam,['+31 20 737 1610'],['info@meat-and-greek.com?'],http://www.meat-and-greek.com/,4.5 ,342 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€5 - €11'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Drinks'],['CUISINES']:['Fast Food, Mediterranean, European, Greek, Grill'],['FEATURES']:['Delivery, Takeout, Seating, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service'],",False,False
69,69,Greenwoods Singel,https://www.tripadvisor.com/Restaurant_Review-g188590-d1309073-Reviews-Greenwoods_Singel-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Singel 103, 1012 VG Amsterdam The Netherlands",Amsterdam,['+31 20 623 7071'],['info@greenwoods.eu?'],https://www.facebook.com/GreenwoodsSingel/,4.5 ,"3,109 reviews","['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€5 - €18'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Breakfast, Lunch, Brunch'],['CUISINES']:['Cafe, European, British'],['FEATURES']:['Reservations, Outdoor Seating, Seating, Free Wifi, Accepts Credit Cards, Table Service'],",False,True
70,70,Teppanyaki Restaurant Sazanka,https://www.tripadvisor.com/Restaurant_Review-g188590-d697009-Reviews-Teppanyaki_Restaurant_Sazanka-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Ferdinand Bolstraat 333 Hotel Okura, 1072 LH Amsterdam The Netherlands",Amsterdam,['+31 20 678 7450'],['sazanka@okura.nl?'],http://www.okura.nl/dine-and-drink/teppanyaki-restaurant-sazanka/,4.5 ,"1,216 reviews","['Food']:['50'],['Service']:['50'],['Value']:['40'],['Atmosphere']:['45'],","['PRICE RANGE']:['€20 - €110'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner'],['CUISINES']:['Japanese, Asian'],['FEATURES']:['Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service'],",False,False
71,71,Restaurant Vinkeles,https://www.tripadvisor.com/Restaurant_Review-g188590-d1239229-Reviews-Restaurant_Vinkeles-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Keizersgracht 384 The Dylan Amsterdam, 1016 GB Amsterdam The Netherlands",Amsterdam,['+31 20 530 2010'],['vinkeles@dylanamsterdam.com?'],http://www.vinkeles.com/,4.5 ,694 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€80 - €140'],['CUISINES']:['French, European, International, Contemporary'],['Meals']:['Dinner'],",False,False
72,72,Greenwoods Keizersgracht,https://www.tripadvisor.com/Restaurant_Review-g188590-d3200493-Reviews-Greenwoods_Keizersgracht-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Keizersgracht 465, 1017 DK Amsterdam The Netherlands",Amsterdam,['+31 20 420 4330'],['Info@greenwoods.eu?'],http://greenwoods.eu/index.php/en/keizersgracht-home,4.5 ,"1,982 reviews","['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€4 - €15'],['CUISINES']:['Cafe, European, British'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
73,73,ZA Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d15619733-Reviews-ZA_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Danzigerkade 4, 1013 AP Amsterdam The Netherlands",Amsterdam,['+31 20 747 0034'],['info@za-amsterdam.com?'],http://za-amsterdam.com/,4.5 ,33 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€15 - €75'],['CUISINES']:['European, French, International, Mediterranean'],['Meals']:['Dinner, Drinks'],",False,False
74,74,Midtown Grill,https://www.tripadvisor.com/Restaurant_Review-g188590-d2006595-Reviews-Midtown_Grill-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Stadhouderskade 12 Amsterdam Marriott Hotel, 1054 ES Amsterdam The Netherlands",Amsterdam,['+31 20 607 5555'],[],http://www.midtowngrill.nl/,4.5 ,"1,809 reviews","['Food']:['45'],['Service']:['45'],['Value']:['40'],['Atmosphere']:['40'],","['PRICE RANGE']:['€8 - €149'],['CUISINES']:['Steakhouse'],['Meals']:['Dinner'],",False,True
75,75,Coffeeshop Happy Feelings,https://www.tripadvisor.com/Restaurant_Review-g188590-d12551466-Reviews-Coffeeshop_Happy_Feelings-Amsterdam_North_Holland_Province.html, Claimed,N,N,Amsterdam,N,[],http://www.happyfeelingsamsterdam.nl/,N,N,N,"['FEATURES']:['Seating'],",False,False
76,76,MAX Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d2292732-Reviews-MAX_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Herenstraat 14 Jordaan area, 1015 CA Amsterdam The Netherlands",Amsterdam,['+31 20 420 0222'],['info@maxrestaurant.nl?'],http://www.restaurantmax.nl/,4.5 ,"2,329 reviews","['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€35 - €55'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Dinner, Drinks'],['CUISINES']:['Indonesian'],['FEATURES']:['Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Digital Payments, Accepts Credit Cards, Non-smoking restaurants'],",False,False
77,77,Mount Everest Tandoori,https://www.tripadvisor.com/Restaurant_Review-g188590-d12590526-Reviews-Mount_Everest_Tandoori-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Spreewenpark 3D, 1021 GS Amsterdam The Netherlands",Amsterdam,['+31 6 33695599'],['info@mteveresttandoori.nl?'],http://www.mteveresttandoori.nl/,4.5 ,435 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€10 - €18'],['CUISINES']:['Indian, Asian, Nepali'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,True
78,78,Ashoka - Amsterdam Centrum,https://www.tripadvisor.com/Restaurant_Review-g188590-d4328782-Reviews-Ashoka_Amsterdam_Centrum-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Spuistraat 3G, 1012 SP Amsterdam The Netherlands",Amsterdam,['+31 20 221 0446'],['info@ashokarestaurant.nl?'],http://www.ashokarestaurant.nl/,4.5 ,"1,381 reviews","['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['40'],","['PRICE RANGE']:['€17 - €28'],['CUISINES']:['Indian, Nepali'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,True
79,79,Bakers & Roasters,https://www.tripadvisor.com/Restaurant_Review-g188590-d8863669-Reviews-Bakers_Roasters-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Kadijksplein 16, 1018 AC Amsterdam The Netherlands",Amsterdam,['+31 20 845 7447'],['hello@bakersandroasters.com?'],http://www.bakersandroasters.com/,4.5 ,539 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Breakfast, Lunch, Brunch, Drinks'],['CUISINES']:['New Zealand, Cafe, European, Contemporary'],['FEATURES']:['Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available'],",False,False
80,80,Ashoka Kinker,https://www.tripadvisor.com/Restaurant_Review-g188590-d14176608-Reviews-Ashoka_Kinker-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Kinkerstraat 7, 1053 DB Amsterdam The Netherlands",Amsterdam,['+31 20 341 7812'],['kinker@ashokarestaurant.nl?'],http://www.ashokarestaurant.nl/,4.5 ,163 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€12 - €27'],['CUISINES']:['Indian, Asian, Nepali'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,True
